datadate,tic,prccd,ajexdi,prcod,prchd,prcld,cshtrd
20100818,SPY,109.79,1.0,109.54,110.38,108.91,182478900.0
20100819,SPY,107.88,1.0,109.22,109.49,107.43,265709800.0
20100820,SPY,107.53,1.0,107.56,107.9376,106.7499,209498100.0
20100823,SPY,107.1236,1.0,108.04,108.57,107.07,161068800.0
20100824,SPY,105.53,1.0,105.95,106.39,104.97,280519100.0
20100825,SPY,105.94,1.0,104.95,106.34,104.29,272157000.0
20100826,SPY,105.23,1.0,106.44,106.58,104.88,224185700.0
20100827,SPY,106.86,1.0,105.89,106.97,104.31,272099400.0
20100830,SPY,105.311,1.0,106.58,106.91,105.3,166857500.0
20100831,SPY,105.31,1.0,104.92,105.98,104.49,273525800.0
20100901,SPY,108.46,1.0,106.73,108.61,106.66,267543800.0
20100902,SPY,109.47,1.0,108.72,109.49,108.49,155829400.0
20100903,SPY,110.89,1.0,110.54,110.99,109.95,212121100.0
20100907,SPY,109.64,1.0,110.37,110.51,109.55,141799300.0
20100908,SPY,110.41,1.0,109.86,110.85,109.81,149873000.0
20100909,SPY,110.92,1.0,111.65,111.68,110.62,146900200.0
20100910,SPY,111.482,1.0,111.12,111.61,110.87,127747900.0
20100913,SPY,112.72,1.0,112.58,112.95,112.13,177802300.0
20100914,SPY,112.65,1.0,112.5,113.29,112.08,209286800.0
20100915,SPY,113.08,1.0,112.32,113.21,111.98,168316200.0
20100916,SPY,113.05,1.0,112.73,113.12,112.35,199753300.0
20100917,SPY,112.49,1.0,113.04,113.15,112.18,195698600.0
20100920,SPY,114.21,1.0,112.88,114.46,112.5216,214498800.0
20100921,SPY,113.98,1.0,114.3,114.84,113.51,268328100.0
20100922,SPY,113.42,1.0,113.8,114.44,113.1,191143900.0
20100923,SPY,112.498,1.0,112.49,113.67,112.18,202101500.0
20100924,SPY,114.82,1.0,113.75,114.9,113.65,210573700.0
20100927,SPY,114.27,1.0,114.86,114.99,114.16,128488300.0
20100928,SPY,114.67,1.0,114.42,115.04,113.18,208106400.0
20100929,SPY,114.47,1.0,114.38,114.91,114.02,179530000.0
20100930,SPY,114.13,1.0,115.05,115.79,113.59,286889400.0
20101001,SPY,114.61,1.0,114.99,115.12,113.93,174380700.0
20101004,SPY,113.75,1.0,114.37,114.85,113.18,165925700.0
20101005,SPY,116.04,1.0,114.8,116.32,114.67,228110800.0
20101006,SPY,116.03,1.0,116.02,116.33,115.56,148499300.0
20101007,SPY,115.89,1.0,116.5,116.53,115.19,164623200.0
20101008,SPY,116.5375,1.0,116.05,116.86,115.61,177492800.0
20101011,SPY,116.65,1.0,116.72,116.97,116.25,102914300.0
20101012,SPY,117.01,1.0,116.27,117.35,115.65,181682500.0
20101013,SPY,117.92,1.0,117.66,118.55,117.38,193851400.0
20101014,SPY,117.46,1.0,117.81,118.01,116.72,217276800.0
20101015,SPY,117.7,1.0,118.28,118.35,116.76,243456600.0
20101018,SPY,118.28,1.0,117.74,118.67,117.31,140792500.0
20101019,SPY,116.73,1.0,117.19,117.85,116.02,280250900.0
20101020,SPY,117.87,1.0,116.94,118.44,116.87,199762000.0
20101021,SPY,118.13,1.0,118.4,119.09,117.21,221312900.0
20101022,SPY,118.347,1.0,118.31,118.53,118.0,108114500.0
20101025,SPY,118.7,1.0,119.14,119.76,118.61,150835600.0
20101026,SPY,118.72,1.0,118.1,118.84,117.87,158855800.0
20101027,SPY,118.38,1.0,117.89,118.51,117.26,189804700.0
20101028,SPY,118.4,1.0,119.06,119.11,117.83,168278100.0
20101029,SPY,118.49,1.0,118.28,118.72,118.07,144155000.0
20101101,SPY,118.53,1.0,119.07,119.75,117.85,173725700.0
20101102,SPY,119.475,1.0,119.42,119.75,119.1,157895200.0
20101103,SPY,119.95,1.0,119.675,120.02,118.45,226366000.0
20101104,SPY,122.26,1.0,121.28,122.32,119.9724,214528700.0
20101105,SPY,122.725,1.0,122.34,122.92,122.18,180526500.0
20101108,SPY,122.49,1.0,122.34,122.69,121.94,155514800.0
20101109,SPY,121.61,1.0,122.82,122.95,121.12,185953700.0
20101110,SPY,122.1,1.0,121.58,122.16,120.66,220414000.0
20101111,SPY,121.635,1.0,121.05,121.82,120.68,157645500.0
20101112,SPY,120.198,1.0,120.82,121.35,119.65,238913300.0
20101115,SPY,120.03,1.0,120.58,121.05,119.98,163377400.0
20101116,SPY,118.16,1.0,119.29,119.49,117.59,299394500.0
20101117,SPY,118.218,1.0,118.21,118.71,117.86,171985000.0
20101118,SPY,119.9575,1.0,119.36,120.39,119.35,197299300.0
20101119,SPY,120.29,1.0,119.9,120.34,119.25,156794700.0
20101122,SPY,120.19,1.0,119.69,120.24,118.77,181343000.0
20101123,SPY,118.4475,1.0,118.77,119.015,117.99,221836300.0
20101124,SPY,120.2,1.0,119.2,120.23,119.18,140008200.0
20101126,SPY,118.8,1.0,119.16,119.81,118.8,76007700.0
20101129,SPY,119.162,1.0,118.5,119.48,117.74,223428800.0
20101130,SPY,118.4925,1.0,117.98,119.17,117.81,233572700.0
20101201,SPY,121.01,1.0,120.2,121.24,120.19,220794000.0
20101202,SPY,122.56,1.0,121.2,122.65,121.13,190948100.0
20101203,SPY,122.89,1.0,122.14,123.03,122.11,151213400.0
20101206,SPY,122.76,1.0,122.63,123.04,122.5,101753800.0
20101207,SPY,122.83,1.0,123.94,124.01,122.76,206179600.0
20101208,SPY,123.28,1.0,122.98,123.38,122.41,137704500.0
20101209,SPY,123.76,1.0,123.97,124.02,123.15,123112300.0
20101210,SPY,124.48,1.0,124.14,124.6,123.73,117409300.0
20101213,SPY,124.56,1.0,125.05,125.2,124.52,133592500.0
20101214,SPY,124.67,1.0,124.75,125.23,124.29,146992200.0
20101215,SPY,124.098,1.0,124.44,124.93,123.89,159319300.0
20101216,SPY,124.82,1.0,124.18,124.91,123.75,178402100.0
20101217,SPY,124.3,1.0,124.08,124.46,123.82,140557000.0
20101220,SPY,124.6,1.0,124.64,124.9,123.98,118795400.0
20101221,SPY,125.39,1.0,124.99,125.47,124.87,94816960.0
20101222,SPY,125.78,1.0,125.48,125.82,125.41,78811740.0
20101223,SPY,125.6,1.0,125.64,125.78,125.29,70050250.0
20101227,SPY,125.65,1.0,125.13,125.77,125.04,58059910.0
20101228,SPY,125.83,1.0,125.9,125.95,125.5,55256460.0
20101229,SPY,125.92,1.0,125.98,126.2,125.9,57959510.0
20101230,SPY,125.72,1.0,125.8,126.13,125.53,76585180.0
20101231,SPY,125.75,1.0,125.53,125.87,125.33,91196460.0
20110103,SPY,127.05,1.0,126.71,127.6,125.6969,138477500.0
20110104,SPY,126.98,1.0,127.33,127.37,126.19,137160400.0
20110105,SPY,127.64,1.0,126.58,127.725,126.46,133827900.0
20110106,SPY,127.39,1.0,127.69,127.83,127.01,122386600.0
20110107,SPY,127.14,1.0,127.56,127.77,126.15,155950000.0
20110110,SPY,126.98,1.0,126.58,127.16,126.2,122187700.0
20110111,SPY,127.43,1.0,127.44,127.74,126.95,110121300.0
20110112,SPY,128.58,1.0,128.21,128.72,127.4621,107330200.0
20110113,SPY,128.3675,1.0,128.63,128.69,128.05,128943400.0
20110114,SPY,129.3,1.0,128.19,129.33,128.1,117553100.0
20110118,SPY,129.52,1.0,129.18,129.64,129.03,114223100.0
20110119,SPY,128.25,1.0,129.41,129.5357,127.91,151490400.0
20110120,SPY,128.08,1.0,127.96,128.4,127.13,175493400.0
20110121,SPY,128.37,1.0,128.88,129.17,128.23,151309000.0
20110124,SPY,129.1,1.0,128.285,129.25,128.26,113613100.0
20110125,SPY,129.17,1.0,128.76,129.28,128.11,167352500.0
20110126,SPY,129.67,1.0,129.49,130.05,129.23,141101900.0
20110127,SPY,129.99,1.0,129.7,130.21,129.47,123184500.0
20110128,SPY,127.72,1.0,130.14,130.35,127.51,295344900.0
20110131,SPY,128.68,1.0,128.07,128.78,127.75,149034400.0
20110201,SPY,130.74,1.0,129.46,130.97,129.3801,166860100.0
20110202,SPY,130.485,1.0,130.4,130.84,130.33,117607900.0
20110203,SPY,130.78,1.0,130.26,130.98,129.57,145645700.0
20110204,SPY,131.15,1.0,130.83,131.2,130.23,134477500.0
20110207,SPY,131.97,1.0,131.44,132.4,131.43,112263800.0
20110208,SPY,132.57,1.0,132.09,132.64,131.73,98754150.0
20110209,SPY,132.269,1.0,132.21,132.63,131.61,146252300.0
20110210,SPY,132.321,1.0,131.6,132.47,131.3,162453800.0
20110211,SPY,133.11,1.0,131.8,133.28,131.77,137656300.0
20110214,SPY,133.43,1.0,133.03,133.54,132.88,101452300.0
20110215,SPY,133.01,1.0,133.02,133.22,132.3167,119424200.0
20110216,SPY,133.85,1.0,133.46,134.01,133.19,130987300.0
20110217,SPY,134.25,1.0,133.46,134.43,133.34,109751600.0
20110218,SPY,134.53,1.0,134.37,134.69,134.06,129652800.0
20110222,SPY,131.83,1.0,133.12,134.5615,131.47,232766100.0
20110223,SPY,131.02,1.0,131.75,132.07,130.21,227015400.0
20110224,SPY,130.93,1.0,130.88,131.44,129.7,260046200.0
20110225,SPY,132.33,1.0,131.48,132.41,131.4,141469100.0
20110228,SPY,133.15,1.0,132.82,133.32,132.38,141282500.0
20110301,SPY,130.93,1.0,133.57,133.69,130.89,253563500.0
20110302,SPY,131.21,1.0,130.75,131.82,130.35,200057300.0
20110303,SPY,133.47,1.0,132.4,133.62,132.39,175890100.0
20110304,SPY,132.47,1.0,133.37,133.63,131.6,276896300.0
20110307,SPY,131.43,1.0,132.86,133.1594,130.735,216539600.0
20110308,SPY,132.58,1.0,131.64,133.0,131.07,174388900.0
20110309,SPY,132.39,1.0,132.32,132.8,131.6,153720600.0
20110310,SPY,129.9375,1.0,131.0,131.18,129.81,300506500.0
20110311,SPY,130.84,1.0,129.52,131.31,129.49,225278700.0
20110314,SPY,130.05,1.0,129.99,130.48,129.06,234912000.0
20110315,SPY,128.56,1.0,126.59,129.33,126.5,357883500.0
20110316,SPY,126.175,1.0,128.15,128.57,125.28,464759800.0
20110317,SPY,127.85,1.0,128.0,128.39,127.1,253903500.0
20110318,SPY,127.76,1.0,128.84,128.88,127.51,229481500.0
20110321,SPY,129.74,1.0,129.35,130.01,129.2,153776100.0
20110322,SPY,129.29,1.0,129.72,129.89,129.17,129565900.0
20110323,SPY,129.66,1.0,128.93,130.0,128.32,148170300.0
20110324,SPY,130.9,1.0,130.4,131.09,129.67,158099900.0
20110325,SPY,131.3,1.0,131.24,131.87,130.8921,155601000.0
20110328,SPY,130.98,1.0,131.58,131.92,130.94,108855400.0
20110329,SPY,131.86,1.0,130.87,131.9,130.44,129190100.0
20110330,SPY,132.77,1.0,132.55,133.16,132.36,135610700.0
20110331,SPY,132.59,1.0,132.6,132.96,132.45,132523500.0
20110401,SPY,133.15,1.0,133.41,133.77,132.83,153898300.0
20110404,SPY,133.26,1.0,133.43,133.67,132.88,100632800.0
20110405,SPY,133.24,1.0,133.0,133.83,132.94,120765600.0
20110406,SPY,133.66,1.0,133.88,134.0,133.12,120211800.0
20110407,SPY,133.32,1.0,133.42,133.9775,132.66,170820700.0
20110408,SPY,132.86,1.0,133.91,133.99,132.31,147765800.0
20110411,SPY,132.46,1.0,133.0,133.45,132.14,121312800.0
20110412,SPY,131.47,1.0,131.72,131.98,130.99,161146100.0
20110413,SPY,131.46,1.0,132.08,132.18,130.96,161915800.0
20110414,SPY,131.56,1.0,130.7,131.76,130.27,161094600.0
20110415,SPY,132.04,1.0,131.8,132.37,131.41,168493800.0
20110418,SPY,130.56,1.0,130.59,132.0301,129.51,210499300.0
20110419,SPY,131.31,1.0,130.76,131.35,130.44,124077800.0
20110420,SPY,133.1,1.0,132.88,133.39,132.79,155613800.0
20110421,SPY,133.78,1.0,133.79,133.84,133.1046,136120600.0
20110425,SPY,133.64,1.0,133.68,133.86,133.2,65231070.0
20110426,SPY,134.791,1.0,134.05,135.06,133.91,146589400.0
20110427,SPY,135.67,1.0,135.05,135.87,134.5,143039500.0
20110428,SPY,136.11,1.0,135.43,136.29,135.41,124665300.0
20110429,SPY,136.43,1.0,136.16,136.57,135.98,114919200.0
20110502,SPY,136.22,1.0,137.07,137.18,135.95,126156800.0
20110503,SPY,135.73,1.0,135.96,136.19,135.045,138106700.0
20110504,SPY,134.83,1.0,135.67,135.73,134.23,182550000.0
20110505,SPY,133.61,1.0,134.08,134.95,133.02,226718400.0
20110506,SPY,134.2,1.0,134.94,135.63,133.22,222789900.0
20110509,SPY,134.72,1.0,134.19,135.11,133.98,113876600.0
20110510,SPY,135.87,1.0,135.17,136.11,135.0,114684600.0
20110511,SPY,134.44,1.0,135.67,135.69,133.82,193466800.0
20110512,SPY,135.08,1.0,134.08,135.36,133.39,170952100.0
20110513,SPY,134.04,1.0,135.15,135.34,133.56,157362900.0
20110516,SPY,133.19,1.0,133.56,134.61,132.97,141536500.0
20110517,SPY,133.17,1.0,132.69,133.35,132.12,192750300.0
20110518,SPY,134.36,1.0,133.24,134.5,132.95,134986100.0
20110519,SPY,134.68,1.0,134.8,135.03,133.94,118653200.0
20110520,SPY,133.61,1.0,134.33,134.6781,133.36,182411000.0
20110523,SPY,132.06,1.0,131.98,133.6475,131.59,168345700.0
20110524,SPY,131.95,1.0,132.44,132.73,131.7,147089300.0
20110525,SPY,132.39,1.0,131.42,132.94,131.38,150861000.0
20110526,SPY,133.0,1.0,132.03,133.24,131.78,164861400.0
20110527,SPY,133.51,1.0,133.37,133.87,132.9588,120766100.0
20110531,SPY,134.9,1.0,134.77,134.92,133.84,164326700.0
20110601,SPY,131.87,1.0,134.51,134.9234,131.76,232429200.0
20110602,SPY,131.73,1.0,131.96,132.24,130.96,200269800.0
20110603,SPY,130.42,1.0,130.15,131.42,130.08,234411100.0
20110606,SPY,129.045,1.0,130.09,130.36,128.87,178992100.0
20110607,SPY,128.96,1.0,129.7,130.07,128.85,161373600.0
20110608,SPY,128.42,1.0,128.76,129.19,128.18,197686000.0
20110609,SPY,129.4,1.0,128.77,129.93,128.46,160664200.0
20110610,SPY,127.6,1.0,128.85,128.93,127.26,238398200.0
20110613,SPY,127.7,1.0,127.89,128.24,127.05,184385700.0
20110614,SPY,129.32,1.0,128.87,129.77,128.82,160112000.0
20110615,SPY,127.02,1.0,128.24,129.2991,126.68,300356400.0
20110616,SPY,127.3,1.0,127.06,127.97,126.32,307669600.0
20110617,SPY,127.05,1.0,127.93,127.94,126.62,233188200.0
20110620,SPY,127.7,1.0,126.62,127.97,126.58,159290000.0
20110621,SPY,129.45,1.0,128.36,129.7,127.7535,190659800.0
20110622,SPY,128.67,1.0,129.05,129.81,128.59,176105700.0
20110623,SPY,128.301,1.0,127.16,128.6361,126.19,333582300.0
20110624,SPY,126.81,1.0,128.27,128.37,126.62,225779100.0
20110627,SPY,127.94,1.0,126.89,128.43,126.64,166298800.0
20110628,SPY,129.61,1.0,128.45,129.63,128.27,165147700.0
20110629,SPY,130.72,1.0,130.2,130.93,129.6321,243852700.0
20110630,SPY,131.97,1.0,131.14,132.18,130.705,215826000.0
20110701,SPY,133.92,1.0,132.09,134.1,131.78,201919900.0
20110705,SPY,133.81,1.0,133.78,134.08,133.39,165915500.0
20110706,SPY,133.97,1.0,133.49,134.14,133.11,143118700.0
20110707,SPY,135.36,1.0,135.16,135.7,134.88,169802100.0
20110708,SPY,134.4,1.0,133.83,135.3558,133.39,193840900.0
20110711,SPY,131.97,1.0,132.75,133.18,131.66,194942700.0
20110712,SPY,131.4,1.0,131.69,132.78,131.36,213850000.0
20110713,SPY,131.84,1.0,132.09,133.22,131.519,201661800.0
20110714,SPY,130.93,1.0,132.17,132.78,130.68,225382300.0
20110715,SPY,131.69,1.0,131.66,131.87,130.77,218171400.0
20110718,SPY,130.61,1.0,131.08,131.28,129.63,196392500.0
20110719,SPY,132.73,1.0,131.34,132.89,131.31,165833100.0
20110720,SPY,132.65,1.0,133.07,133.15,132.42,135679500.0
20110721,SPY,134.49,1.0,133.4,134.82,132.6693,248412000.0
20110722,SPY,134.58,1.0,134.52,134.72,133.76,125200600.0
20110725,SPY,133.83,1.0,133.3,134.49,133.16,136121900.0
20110726,SPY,133.33,1.0,133.74,133.96,133.03,130636700.0
20110727,SPY,130.6,1.0,132.59,132.63,130.43,247802000.0
20110728,SPY,130.22,1.0,130.6,131.77,130.01,207285100.0
20110729,SPY,129.33,1.0,128.91,130.55,127.9667,306481800.0
20110801,SPY,128.78,1.0,130.84,130.96,127.53,324527900.0
20110802,SPY,125.49,1.0,127.81,128.5,125.49,344692700.0
20110803,SPY,126.17,1.0,125.66,126.31,123.53,370272600.0
20110804,SPY,120.26,1.0,124.42,124.62,120.06,518984600.0
20110805,SPY,120.08,1.0,121.76,122.07,116.86,654597400.0
20110808,SPY,112.26,1.0,116.91,120.1218,112.02,693219500.0
20110809,SPY,117.48,1.0,114.07,117.64,110.27,709322800.0
20110810,SPY,112.29,1.0,115.26,116.28,111.95,620373200.0
20110811,SPY,117.33,1.0,113.26,118.92,112.317,486869900.0
20110812,SPY,118.12,1.0,118.4,119.215,117.28,313505600.0
20110815,SPY,120.62,1.0,119.19,120.74,119.0,258268200.0
20110816,SPY,119.59,1.0,119.47,120.69,118.31,293365600.0
20110817,SPY,119.67,1.0,120.25,121.2,118.72,237695100.0
20110818,SPY,114.51,1.0,116.5,119.714,113.39,510263800.0
20110819,SPY,112.64,1.0,112.96,115.88,112.5,429789500.0
20110822,SPY,112.73,1.0,115.17,115.23,112.41,274648000.0
20110823,SPY,116.44,1.0,113.15,116.5665,112.58,329949100.0
20110824,SPY,118.08,1.0,116.19,118.24,115.92,244724600.0
20110825,SPY,116.28,1.0,118.73,119.4,115.87,311772100.0
20110826,SPY,117.97,1.0,115.69,118.51,113.85,314263100.0
20110829,SPY,121.36,1.0,119.56,121.43,118.0569,190421200.0
20110830,SPY,121.68,1.0,120.83,122.43,119.26,240841400.0
20110831,SPY,122.22,1.0,122.46,123.51,121.3,301469000.0
20110901,SPY,120.94,1.0,122.29,123.4,120.78,254185900.0
20110902,SPY,117.85,1.0,118.42,120.8726,117.43,255083700.0
20110906,SPY,116.99,1.0,114.39,117.16,114.38,284868300.0
20110907,SPY,120.29,1.0,118.76,120.34,118.36,209422800.0
20110908,SPY,119.04,1.0,119.57,120.94,118.77,249493100.0
20110909,SPY,115.92,1.0,117.68,119.057,115.28,379729700.0
20110912,SPY,116.67,1.0,114.47,116.76,114.05,303936700.0
20110913,SPY,117.74,1.0,117.05,118.18,116.22,272007100.0
20110914,SPY,119.37,1.0,118.34,120.8,116.72,317655300.0
20110915,SPY,121.43,1.0,120.65,121.47,119.4034,325802500.0
20110916,SPY,121.521,1.0,121.29,121.97,120.32,283849400.0
20110919,SPY,120.31,1.0,119.53,120.93,118.72,238772800.0
20110920,SPY,120.17,1.0,120.82,121.99,120.01,218306000.0
20110921,SPY,116.63,1.0,120.23,120.6,116.44,314575900.0
20110922,SPY,112.86,1.0,113.25,114.21,111.3,512399100.0
20110923,SPY,113.54,1.0,112.11,114.16,112.02,306050400.0
20110926,SPY,116.24,1.0,114.61,116.4,112.98,260225400.0
20110927,SPY,117.54,1.0,118.53,119.56,116.84,311200200.0
20110928,SPY,115.145,1.0,117.78,118.49,114.97,286028000.0
20110929,SPY,116.05,1.0,117.05,117.63,113.93,297617500.0
20110930,SPY,113.15,1.0,114.45,115.45,113.07,288186000.0
20111003,SPY,109.93,1.0,112.49,113.95,109.81,364175600.0
20111004,SPY,112.34,1.0,108.35,112.58,107.43,458136200.0
20111005,SPY,114.42,1.0,112.62,114.72,111.58,283424800.0
20111006,SPY,116.49,1.0,114.36,116.66,113.51,257284700.0
20111007,SPY,115.71,1.0,117.17,117.245,115.06,312013600.0
20111010,SPY,119.58,1.0,117.68,119.63,117.67,230082800.0
20111011,SPY,119.7,1.0,118.87,120.04,118.75,208660500.0
20111012,SPY,120.75,1.0,120.6,122.14,120.33,281282700.0
20111013,SPY,120.51,1.0,120.04,120.87,119.12,211910100.0
20111014,SPY,122.57,1.0,121.91,122.6,121.23,211009300.0
20111017,SPY,120.23,1.0,121.99,122.5492,119.93,201591300.0
20111018,SPY,122.58,1.0,120.14,123.5,119.2,318038100.0
20111019,SPY,121.13,1.0,122.38,123.08,120.71,226358600.0
20111020,SPY,121.66,1.0,121.43,122.1,119.82,261787200.0
20111021,SPY,123.97,1.0,123.09,124.12,122.72,278436000.0
20111024,SPY,125.49,1.0,124.17,125.8,124.06,201385800.0
20111025,SPY,123.049,1.0,124.89,124.95,122.78,263863000.0
20111026,SPY,124.3,1.0,124.35,124.77,122.21,288355900.0
20111027,SPY,128.63,1.0,127.63,129.42,124.3187,389043900.0
20111028,SPY,128.6,1.0,128.0,128.85,127.8,225355000.0
20111031,SPY,125.5,1.0,127.16,128.6239,125.32,227089700.0
20111101,SPY,122.002,1.0,122.03,123.51,121.52,414714700.0
20111102,SPY,123.99,1.0,123.83,124.4,122.7905,244430900.0
20111103,SPY,126.25,1.0,125.27,126.5,123.595,285911200.0
20111104,SPY,125.481,1.0,125.23,125.7,124.01,248817600.0
20111107,SPY,126.26,1.0,125.39,126.39,124.2,196138000.0
20111108,SPY,127.88,1.0,126.92,128.02,125.71,223801100.0
20111109,SPY,123.161,1.0,124.89,125.8,122.86,336895300.0
20111110,SPY,124.32,1.0,124.79,124.94,123.02,231584200.0
20111111,SPY,126.66,1.0,125.83,126.99,125.79,189646000.0
20111114,SPY,125.46,1.0,126.19,127.45,124.92,157849900.0
20111115,SPY,126.083,1.0,125.17,126.75,124.72,184145100.0
20111116,SPY,124.08,1.0,124.81,126.34,123.9,233674900.0
20111117,SPY,122.105,1.0,123.85,124.16,121.23,330018400.0
20111118,SPY,121.979,1.0,122.5,122.75,121.47,214818900.0
20111121,SPY,119.661,1.0,120.2,120.35,118.65,225563200.0
20111122,SPY,119.19,1.0,119.4,120.1,118.52,215944100.0
20111123,SPY,116.56,1.0,118.07,119.19,116.56,223922900.0
20111125,SPY,116.34,1.0,116.38,117.7,116.2,99556980.0
20111128,SPY,119.71,1.0,119.54,120.18,118.82,209655100.0
20111129,SPY,120.05,1.0,120.05,121.0,119.61,198642000.0
20111130,SPY,124.99,1.0,123.49,125.22,119.9971,322228200.0
20111201,SPY,124.97,1.0,124.85,125.64,124.43,176461200.0
20111202,SPY,124.86,1.0,126.12,126.5,124.78,220616200.0
20111205,SPY,126.22,1.0,126.84,127.18,125.44,224694600.0
20111206,SPY,126.26,1.0,126.21,127.11,125.76,168656900.0
20111207,SPY,126.73,1.0,125.84,127.26,124.97,236735000.0
20111208,SPY,123.95,1.0,125.9,126.18,123.65,239940900.0
20111209,SPY,126.05,1.0,124.51,126.37,124.4,208756200.0
20111212,SPY,124.21,1.0,124.95,124.97,123.16,214840600.0
20111213,SPY,123.05,1.0,124.86,125.57,122.45,244163900.0
20111214,SPY,121.74,1.0,122.56,123.03,121.47,237546600.0
20111215,SPY,122.185,1.0,123.03,123.2,121.99,197126700.0
20111216,SPY,121.59,1.0,122.23,122.95,121.3,219582900.0
20111219,SPY,120.29,1.0,122.06,122.32,120.03,182848900.0
20111220,SPY,123.93,1.0,122.18,124.14,120.3702,224522000.0
20111221,SPY,124.17,1.0,123.93,124.36,122.75,192853700.0
20111222,SPY,125.27,1.0,124.63,125.4,124.2324,118942000.0
20111223,SPY,126.39,1.0,125.67,126.43,125.41,91777140.0
20111227,SPY,126.49,1.0,126.17,126.82,126.06,85490860.0
20111228,SPY,124.83,1.0,126.51,126.53,124.73,118359100.0
20111229,SPY,126.12,1.0,125.24,126.25,124.8566,123001900.0
20111230,SPY,125.5,1.0,126.02,126.33,125.5,95270800.0
20120103,SPY,127.495,1.0,127.76,128.38,127.43,193261900.0
20120104,SPY,127.7,1.0,127.2,127.81,126.71,126609200.0
20120105,SPY,128.04,1.0,127.01,128.23,126.43,172362800.0
20120106,SPY,127.71,1.0,128.2,128.22,127.29,146255100.0
20120109,SPY,128.02,1.0,128.0,128.18,127.41,99211500.0
20120110,SPY,129.13,1.0,129.39,129.65,128.95,114618200.0
20120111,SPY,129.2,1.0,128.73,129.37,128.52,111200000.0
20120112,SPY,129.51,1.0,129.57,129.7,128.54,119108700.0
20120113,SPY,128.84,1.0,128.64,129.05,127.72,179551300.0
20120117,SPY,129.34,1.0,130.08,130.32,128.8957,131899600.0
20120118,SPY,130.77,1.0,129.31,130.84,129.08,162889100.0
20120119,SPY,131.46,1.0,131.22,131.57,130.8,125915600.0
20120120,SPY,131.54,1.0,131.24,131.95,130.92,137999900.0
20120123,SPY,131.61,1.0,131.51,132.25,130.98,129124400.0
20120124,SPY,131.46,1.0,130.8,131.5,130.6,102628200.0
20120125,SPY,132.56,1.0,131.26,132.87,130.75,198474400.0
20120126,SPY,131.88,1.0,133.15,133.4,131.36,184537100.0
20120127,SPY,131.82,1.0,131.24,132.05,131.15,135133800.0
20120130,SPY,131.37,1.0,130.51,131.44,130.06,146731700.0
20120131,SPY,131.32,1.0,132.02,132.18,130.68,157052600.0
20120201,SPY,132.47,1.0,132.29,133.14,132.13,165722800.0
20120202,SPY,132.68,1.0,132.73,133.02,132.21,112894500.0
20120203,SPY,134.54,1.0,134.0,134.62,133.77,160448400.0
20120206,SPY,134.45,1.0,133.98,134.5134,133.83,107512800.0
20120207,SPY,134.79,1.0,134.17,135.02,133.64,135074900.0
20120208,SPY,135.19,1.0,134.86,135.22,134.31,138423500.0
20120209,SPY,135.36,1.0,135.41,135.59,134.56,148275000.0
20120210,SPY,134.361,1.0,134.16,134.47,133.84,167635100.0
20120213,SPY,135.36,1.0,135.32,135.52,134.74,115046500.0
20120214,SPY,135.19,1.0,135.0,135.27,134.25,164795400.0
20120215,SPY,134.56,1.0,135.63,135.83,134.29,194470000.0
20120216,SPY,136.049,1.0,134.57,136.17,134.33,186151200.0
20120217,SPY,136.41,1.0,136.52,136.6275,135.96,128799700.0
20120221,SPY,136.47,1.0,136.73,137.05,136.05,133877900.0
20120222,SPY,136.032,1.0,136.26,136.55,135.79,123970500.0
20120223,SPY,136.631,1.0,135.96,136.73,135.5,137451500.0
20120224,SPY,136.93,1.0,136.93,137.2,136.63,105423000.0
20120227,SPY,137.16,1.0,136.02,137.53,135.8,141071900.0
20120228,SPY,137.559,1.0,137.2,137.72,136.93,129131500.0
20120229,SPY,137.02,1.0,137.76,138.19,136.54,185551400.0
20120301,SPY,137.73,1.0,137.31,137.99,136.9312,144732000.0
20120302,SPY,137.312,1.0,137.64,137.82,137.0,119019800.0
20120305,SPY,136.75,1.0,137.1,137.2,136.28,140487400.0
20120306,SPY,134.75,1.0,135.35,135.43,134.36,201735200.0
20120307,SPY,135.69,1.0,135.06,135.91,134.93,143541400.0
