,0
1470,1865153.875
1471,1876293.5
1472,1881463.25
1473,1882983.875
1474,1889609.0
1475,1889057.625
1476,1887199.75
1477,1889083.5
1478,1884583.25
1479,1884136.625
1480,1890545.125
1481,1889659.0
1482,1887422.75
1483,1898972.375
1484,1898746.0
1485,1898963.125
1486,1902253.25
1487,1905733.25
1488,1892982.75
1489,1903150.5
1490,1908620.375
1491,1905340.75
1492,1912102.75
1493,1900260.125
1494,1893601.125
1495,1864701.25
1496,1874511.5
1497,1840148.75
1498,1827196.875
1499,1817309.625
1500,1849184.125
1501,1894954.625
1502,1898368.5
1503,1906782.25
1504,1904767.5
1505,1906280.25
1506,1911138.75
1507,1911684.875
1508,1903788.5
1509,1889020.625
1510,1888560.0
1511,1856937.0
1512,1844153.625
1513,1868897.625
1514,1898420.375
1515,1879232.625
1516,1868704.875
1517,1868621.625
1518,1851581.875
1519,1831917.0
1520,1855668.875
1521,1846818.125
1522,1851746.125
1523,1877175.75
1524,1871380.125
1525,1874325.0
1526,1848448.375
1527,1828492.375
1528,1848897.375
1529,1816139.5
1530,1838022.125
1531,1865565.75
1532,1863816.625
1533,1884174.875
1534,1878102.125
1535,1865903.125
1536,1881604.25
1537,1881651.125
1538,1888246.375
1539,1900149.625
1540,1902643.75
1541,1904934.375
1542,1902629.25
1543,1913300.25
1544,1906324.0
1545,1913615.375
1546,1919282.75
1547,1924921.5
1548,1913353.25
1549,1931623.25
1550,1923105.375
1551,1912569.875
1552,1917270.75
1553,1885646.625
1554,1899101.625
1555,1868347.125
1556,1859834.0
1557,1890004.875
1558,1878344.125
1559,1910290.5
1560,1897899.375
1561,1920743.5
1562,1915495.25
1563,1938903.625
1564,1932561.5
1565,1921205.0
1566,1887284.875
1567,1884796.25
1568,1890576.875
1569,1916609.5
1570,1897231.75
1571,1882532.75
1572,1887405.25
1573,1894582.625
1574,1895649.75
1575,1901290.125
1576,1909674.125
1577,1920138.625
1578,1907647.5
1579,1912363.25
1580,1922550.5
1581,1917104.875
1582,1888767.125
1583,1907466.0
1584,1896349.75
1585,1906692.0
1586,1911930.875
1587,1914686.25
1588,1906304.375
1589,1914192.625
1590,1909651.625
1591,1892594.625
1592,1911712.375
1593,1915818.625
1594,1902456.5
1595,1896483.25
1596,1902880.25
1597,1928862.5
1598,1923188.875
1599,1918913.875
1600,1925597.875
1601,1946785.5
1602,1948323.75
1603,1952919.5
1604,1952214.125
1605,1948177.5
1606,1946638.375
1607,1936585.25
1608,1917832.375
1609,1929631.625
1610,1923309.5
1611,1908939.125
1612,1911091.875
1613,1908436.375
1614,1915522.25
1615,1897263.5
1616,1893094.75
1617,1880367.25
1618,1880683.125
1619,1904284.75
1620,1909873.875
1621,1894638.5
1622,1885385.0
1623,1896544.625
1624,1899201.0
1625,1923230.0
1626,1912035.875
1627,1923010.625
1628,1924914.5
1629,1907583.375
1630,1901220.0
1631,1905790.5
1632,1866895.25
1633,1870623.5
1634,1889211.875
1635,1883881.25
1636,1883350.375
1637,1893476.875
1638,1866354.5
1639,1869601.875
1640,1891211.25
1641,1914586.875
1642,1924723.375
1643,1925493.75
1644,1924480.125
1645,1928184.125
1646,1934382.75
1647,1925156.375
1648,1923894.5
1649,1913451.375
1650,1901680.0
1651,1891076.875
1652,1913923.375
1653,1930186.0
1654,1932771.75
1655,1932004.125
1656,1929009.125
1657,1925471.0
1658,1920137.75
1659,1903622.125
1660,1900812.625
1661,1923805.5
1662,1903643.0
1663,1902996.25
1664,1904745.625
1665,1913442.25
1666,1924619.5
